FraseID,Algoritmo,Resultado
110,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2061, ""1"": 0.7939}}}"
110,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.464, ""1"": 0.536}}}"
111,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1668, ""1"": 0.8332}}}"
111,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.297, ""1"": 0.703}}}"
112,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5859, ""1"": 0.4141}}}"
112,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3715, ""1"": 0.6285}}}"
113,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1956, ""1"": 0.8044}}}"
113,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.474, ""1"": 0.526}}}"
114,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3698, ""1"": 0.6302}}}"
114,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.489, ""1"": 0.511}}}"
115,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2718, ""1"": 0.7282}}}"
115,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4598, ""1"": 0.5402}}}"
116,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2256, ""1"": 0.7744}}}"
116,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4219, ""1"": 0.5781}}}"
117,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1772, ""1"": 0.8228}}}"
117,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5713, ""1"": 0.4287}}}"
118,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1127, ""1"": 0.8873}}}"
118,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3755, ""1"": 0.6245}}}"
119,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1987, ""1"": 0.8013}}}"
119,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4822, ""1"": 0.5178}}}"
120,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3294, ""1"": 0.6706}}}"
120,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.432, ""1"": 0.568}}}"
121,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7941, ""1"": 0.2059}}}"
121,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4768, ""1"": 0.5232}}}"
122,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2934, ""1"": 0.7066}}}"
122,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4325, ""1"": 0.5675}}}"
123,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3882, ""1"": 0.6118}}}"
123,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3831, ""1"": 0.6169}}}"
124,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2359, ""1"": 0.7641}}}"
124,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.505, ""1"": 0.495}}}"
125,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8462, ""1"": 0.1538}}}"
125,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5865, ""1"": 0.4135}}}"
126,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3448, ""1"": 0.6552}}}"
126,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4223, ""1"": 0.5777}}}"
127,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3348, ""1"": 0.6652}}}"
127,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5034, ""1"": 0.4966}}}"
128,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1484, ""1"": 0.8516}}}"
128,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4271, ""1"": 0.5729}}}"
129,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2124, ""1"": 0.7876}}}"
129,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3503, ""1"": 0.6497}}}"
130,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6985, ""1"": 0.3015}}}"
130,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4652, ""1"": 0.5348}}}"
131,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3228, ""1"": 0.6772}}}"
131,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6193, ""1"": 0.3807}}}"
132,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2502, ""1"": 0.7498}}}"
132,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4852, ""1"": 0.5148}}}"
133,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4243, ""1"": 0.5757}}}"
133,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4122, ""1"": 0.5878}}}"
134,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5669, ""1"": 0.4331}}}"
134,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4832, ""1"": 0.5168}}}"
135,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3795, ""1"": 0.6205}}}"
135,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5461, ""1"": 0.4539}}}"
136,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0418, ""1"": 0.9582}}}"
136,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5127, ""1"": 0.4873}}}"
137,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7393, ""1"": 0.2607}}}"
137,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5087, ""1"": 0.4913}}}"
138,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3829, ""1"": 0.6171}}}"
138,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4797, ""1"": 0.5203}}}"
139,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3302, ""1"": 0.6698}}}"
139,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4011, ""1"": 0.5989}}}"
140,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7235, ""1"": 0.2765}}}"
140,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5116, ""1"": 0.4884}}}"
141,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1685, ""1"": 0.8315}}}"
141,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6246, ""1"": 0.3754}}}"
142,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5139, ""1"": 0.4861}}}"
142,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3902, ""1"": 0.6098}}}"
143,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1001, ""1"": 0.8999}}}"
143,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3881, ""1"": 0.6119}}}"
144,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8828, ""1"": 0.1172}}}"
144,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5775, ""1"": 0.4225}}}"
145,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2445, ""1"": 0.7555}}}"
145,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6322, ""1"": 0.3678}}}"
146,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2254, ""1"": 0.7746}}}"
146,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3909, ""1"": 0.6091}}}"
147,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2752, ""1"": 0.7248}}}"
147,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5326, ""1"": 0.4674}}}"
148,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3658, ""1"": 0.6342}}}"
148,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.526, ""1"": 0.474}}}"
149,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5593, ""1"": 0.4407}}}"
149,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5306, ""1"": 0.4694}}}"
150,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5682, ""1"": 0.4318}}}"
150,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.576, ""1"": 0.424}}}"
151,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7248, ""1"": 0.2752}}}"
151,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5829, ""1"": 0.4171}}}"
152,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2858, ""1"": 0.7142}}}"
152,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5333, ""1"": 0.4667}}}"
153,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.217, ""1"": 0.783}}}"
153,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4948, ""1"": 0.5052}}}"
154,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3842, ""1"": 0.6158}}}"
154,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4934, ""1"": 0.5066}}}"
155,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6821, ""1"": 0.3179}}}"
155,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5681, ""1"": 0.4319}}}"
156,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1109, ""1"": 0.8891}}}"
156,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3211, ""1"": 0.6789}}}"
157,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4021, ""1"": 0.5979}}}"
157,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4182, ""1"": 0.5818}}}"
158,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5613, ""1"": 0.4387}}}"
158,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4292, ""1"": 0.5708}}}"
159,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5008, ""1"": 0.4993}}}"
159,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4878, ""1"": 0.5122}}}"
160,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.525, ""1"": 0.475}}}"
160,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.446, ""1"": 0.554}}}"
161,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2475, ""1"": 0.7525}}}"
161,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4081, ""1"": 0.5919}}}"
162,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7591, ""1"": 0.2409}}}"
162,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5313, ""1"": 0.4687}}}"
163,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1579, ""1"": 0.8421}}}"
163,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5607, ""1"": 0.4393}}}"
164,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.21, ""1"": 0.79}}}"
164,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3614, ""1"": 0.6386}}}"
165,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0859, ""1"": 0.9141}}}"
165,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4336, ""1"": 0.5664}}}"
166,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6119, ""1"": 0.3881}}}"
166,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4897, ""1"": 0.5103}}}"
167,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6987, ""1"": 0.3013}}}"
167,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4907, ""1"": 0.5093}}}"
168,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3485, ""1"": 0.6515}}}"
168,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3783, ""1"": 0.6217}}}"
169,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5501, ""1"": 0.4499}}}"
169,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4815, ""1"": 0.5185}}}"
170,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5189, ""1"": 0.4811}}}"
170,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.442, ""1"": 0.558}}}"
171,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1454, ""1"": 0.8546}}}"
171,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4232, ""1"": 0.5768}}}"
172,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8377, ""1"": 0.1623}}}"
172,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4732, ""1"": 0.5268}}}"
173,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6652, ""1"": 0.3348}}}"
173,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5459, ""1"": 0.4541}}}"
174,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1257, ""1"": 0.8743}}}"
174,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2856, ""1"": 0.7144}}}"
175,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1035, ""1"": 0.8965}}}"
175,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3309, ""1"": 0.6691}}}"
176,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.511, ""1"": 0.489}}}"
176,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4261, ""1"": 0.5739}}}"
177,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1014, ""1"": 0.8986}}}"
177,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6126, ""1"": 0.3874}}}"
178,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8303, ""1"": 0.1697}}}"
178,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4829, ""1"": 0.5171}}}"
179,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5954, ""1"": 0.4046}}}"
179,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4418, ""1"": 0.5582}}}"
180,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0046, ""1"": 0.9954}}}"
180,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3953, ""1"": 0.6047}}}"
181,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.667, ""1"": 0.333}}}"
181,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.485, ""1"": 0.515}}}"
182,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3177, ""1"": 0.6823}}}"
182,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4751, ""1"": 0.5249}}}"
183,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1729, ""1"": 0.8271}}}"
183,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3759, ""1"": 0.6241}}}"
184,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5559, ""1"": 0.4441}}}"
184,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.53, ""1"": 0.47}}}"
185,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0494, ""1"": 0.9506}}}"
185,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4005, ""1"": 0.5995}}}"
186,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3479, ""1"": 0.6521}}}"
186,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3991, ""1"": 0.6009}}}"
187,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5026, ""1"": 0.4974}}}"
187,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5325, ""1"": 0.4675}}}"
188,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3228, ""1"": 0.6772}}}"
188,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4583, ""1"": 0.5417}}}"
189,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3965, ""1"": 0.6035}}}"
189,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4071, ""1"": 0.5929}}}"
190,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8249, ""1"": 0.1751}}}"
190,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4733, ""1"": 0.5267}}}"
191,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2896, ""1"": 0.7104}}}"
191,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3829, ""1"": 0.6171}}}"
192,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1747, ""1"": 0.8253}}}"
192,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3634, ""1"": 0.6366}}}"
193,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7514, ""1"": 0.2486}}}"
193,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5267, ""1"": 0.4733}}}"
194,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4977, ""1"": 0.5023}}}"
194,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4586, ""1"": 0.5414}}}"
195,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4885, ""1"": 0.5115}}}"
195,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4798, ""1"": 0.5202}}}"
196,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5418, ""1"": 0.4582}}}"
196,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3898, ""1"": 0.6102}}}"
197,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6722, ""1"": 0.3278}}}"
197,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5921, ""1"": 0.4079}}}"
198,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6106, ""1"": 0.3894}}}"
198,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5131, ""1"": 0.4869}}}"
199,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0297, ""1"": 0.9703}}}"
199,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3852, ""1"": 0.6148}}}"
200,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5628, ""1"": 0.4372}}}"
200,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4351, ""1"": 0.5649}}}"
201,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3482, ""1"": 0.6518}}}"
201,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3863, ""1"": 0.6137}}}"
202,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2227, ""1"": 0.7773}}}"
202,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.648, ""1"": 0.352}}}"
203,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5684, ""1"": 0.4316}}}"
203,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6215, ""1"": 0.3785}}}"
204,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4947, ""1"": 0.5053}}}"
204,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5577, ""1"": 0.4423}}}"
205,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0526, ""1"": 0.9474}}}"
205,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4128, ""1"": 0.5872}}}"
206,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7874, ""1"": 0.2126}}}"
206,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6076, ""1"": 0.3924}}}"
207,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4968, ""1"": 0.5032}}}"
207,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4751, ""1"": 0.5249}}}"
208,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.066, ""1"": 0.934}}}"
208,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4735, ""1"": 0.5265}}}"
209,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5559, ""1"": 0.4441}}}"
209,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5104, ""1"": 0.4896}}}"
210,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3016, ""1"": 0.6984}}}"
210,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5583, ""1"": 0.4417}}}"
211,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1002, ""1"": 0.8998}}}"
211,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4678, ""1"": 0.5322}}}"
212,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1596, ""1"": 0.8404}}}"
212,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3767, ""1"": 0.6233}}}"
213,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9647, ""1"": 0.0353}}}"
213,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.459, ""1"": 0.541}}}"
214,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1921, ""1"": 0.8079}}}"
214,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3999, ""1"": 0.6001}}}"
215,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4203, ""1"": 0.5797}}}"
215,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4417, ""1"": 0.5583}}}"
216,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7614, ""1"": 0.2386}}}"
216,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6775, ""1"": 0.3225}}}"
217,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3396, ""1"": 0.6604}}}"
217,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4878, ""1"": 0.5122}}}"
218,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7713, ""1"": 0.2287}}}"
218,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4735, ""1"": 0.5265}}}"
219,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6558, ""1"": 0.3442}}}"
