FraseID,Algoritmo,Resultado
110,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1661, ""1"": 0.8339}}}"
110,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4096, ""1"": 0.5904}}}"
111,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0139, ""1"": 0.9861}}}"
111,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4234, ""1"": 0.5766}}}"
112,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6904, ""1"": 0.3096}}}"
112,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4725, ""1"": 0.5275}}}"
113,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1303, ""1"": 0.8697}}}"
113,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5145, ""1"": 0.4855}}}"
114,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3757, ""1"": 0.6243}}}"
114,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4773, ""1"": 0.5227}}}"
115,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6811, ""1"": 0.3189}}}"
115,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4509, ""1"": 0.5491}}}"
116,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3802, ""1"": 0.6198}}}"
116,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3882, ""1"": 0.6118}}}"
117,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0659, ""1"": 0.9341}}}"
117,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3414, ""1"": 0.6586}}}"
118,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3417, ""1"": 0.6583}}}"
118,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4105, ""1"": 0.5895}}}"
119,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3661, ""1"": 0.6339}}}"
119,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3871, ""1"": 0.6129}}}"
120,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2603, ""1"": 0.7397}}}"
120,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4237, ""1"": 0.5763}}}"
121,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0462, ""1"": 0.9538}}}"
121,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4076, ""1"": 0.5924}}}"
122,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7636, ""1"": 0.2364}}}"
122,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5688, ""1"": 0.4312}}}"
123,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4222, ""1"": 0.5778}}}"
123,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4197, ""1"": 0.5803}}}"
124,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0349, ""1"": 0.9651}}}"
124,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4036, ""1"": 0.5964}}}"
125,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0987, ""1"": 0.9013}}}"
125,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4339, ""1"": 0.5661}}}"
126,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.129, ""1"": 0.871}}}"
126,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3572, ""1"": 0.6428}}}"
127,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2283, ""1"": 0.7717}}}"
127,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4537, ""1"": 0.5463}}}"
128,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3176, ""1"": 0.6824}}}"
128,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3959, ""1"": 0.6041}}}"
129,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3728, ""1"": 0.6272}}}"
129,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.433, ""1"": 0.567}}}"
130,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0251, ""1"": 0.9749}}}"
130,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3171, ""1"": 0.6829}}}"
131,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1871, ""1"": 0.8129}}}"
131,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.462, ""1"": 0.538}}}"
132,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2409, ""1"": 0.7591}}}"
132,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4154, ""1"": 0.5846}}}"
133,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8828, ""1"": 0.1172}}}"
133,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5835, ""1"": 0.4165}}}"
134,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5919, ""1"": 0.4081}}}"
134,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4522, ""1"": 0.5478}}}"
135,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3084, ""1"": 0.6916}}}"
135,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4098, ""1"": 0.5902}}}"
136,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0281, ""1"": 0.9719}}}"
136,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4892, ""1"": 0.5108}}}"
137,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7958, ""1"": 0.2042}}}"
137,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5487, ""1"": 0.4513}}}"
138,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2888, ""1"": 0.7112}}}"
138,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4126, ""1"": 0.5874}}}"
139,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4722, ""1"": 0.5278}}}"
139,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5009, ""1"": 0.4991}}}"
140,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3219, ""1"": 0.6781}}}"
140,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6622, ""1"": 0.3378}}}"
141,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3695, ""1"": 0.6305}}}"
141,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5762, ""1"": 0.4238}}}"
142,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3708, ""1"": 0.6292}}}"
142,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4549, ""1"": 0.5451}}}"
143,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1811, ""1"": 0.8189}}}"
143,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.414, ""1"": 0.586}}}"
144,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3969, ""1"": 0.6031}}}"
144,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3951, ""1"": 0.6049}}}"
145,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1287, ""1"": 0.8713}}}"
145,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4674, ""1"": 0.5326}}}"
146,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0888, ""1"": 0.9112}}}"
146,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3959, ""1"": 0.6041}}}"
147,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4579, ""1"": 0.5421}}}"
147,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4543, ""1"": 0.5457}}}"
148,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3275, ""1"": 0.6725}}}"
148,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.433, ""1"": 0.567}}}"
149,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3556, ""1"": 0.6444}}}"
149,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4275, ""1"": 0.5725}}}"
150,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2612, ""1"": 0.7388}}}"
150,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5051, ""1"": 0.4949}}}"
151,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5398, ""1"": 0.4602}}}"
151,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5081, ""1"": 0.4919}}}"
152,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2843, ""1"": 0.7157}}}"
152,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.597, ""1"": 0.403}}}"
153,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8197, ""1"": 0.1803}}}"
153,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.512, ""1"": 0.488}}}"
154,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3104, ""1"": 0.6896}}}"
154,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4599, ""1"": 0.5401}}}"
155,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0496, ""1"": 0.9504}}}"
155,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2449, ""1"": 0.7551}}}"
156,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6086, ""1"": 0.3914}}}"
156,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5717, ""1"": 0.4283}}}"
157,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2093, ""1"": 0.7907}}}"
157,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4953, ""1"": 0.5047}}}"
158,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5136, ""1"": 0.4864}}}"
158,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4712, ""1"": 0.5288}}}"
159,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8313, ""1"": 0.1687}}}"
159,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4484, ""1"": 0.5516}}}"
160,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7387, ""1"": 0.2613}}}"
160,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4703, ""1"": 0.5297}}}"
161,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4879, ""1"": 0.5121}}}"
161,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4962, ""1"": 0.5038}}}"
162,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1218, ""1"": 0.8782}}}"
162,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2828, ""1"": 0.7172}}}"
163,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7622, ""1"": 0.2378}}}"
163,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.47, ""1"": 0.53}}}"
164,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2075, ""1"": 0.7925}}}"
164,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4609, ""1"": 0.5391}}}"
165,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4323, ""1"": 0.5677}}}"
165,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4667, ""1"": 0.5333}}}"
166,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7059, ""1"": 0.2941}}}"
166,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4648, ""1"": 0.5352}}}"
167,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8942, ""1"": 0.1058}}}"
167,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5029, ""1"": 0.4971}}}"
168,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4468, ""1"": 0.5532}}}"
168,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4608, ""1"": 0.5392}}}"
169,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4528, ""1"": 0.5472}}}"
169,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4774, ""1"": 0.5226}}}"
170,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.399, ""1"": 0.601}}}"
170,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.502, ""1"": 0.498}}}"
171,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1882, ""1"": 0.8118}}}"
171,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3945, ""1"": 0.6055}}}"
172,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4917, ""1"": 0.5083}}}"
172,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4766, ""1"": 0.5234}}}"
173,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7427, ""1"": 0.2573}}}"
173,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5121, ""1"": 0.4879}}}"
174,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0336, ""1"": 0.9664}}}"
174,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3627, ""1"": 0.6373}}}"
175,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7997, ""1"": 0.2003}}}"
175,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5129, ""1"": 0.4871}}}"
176,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8918, ""1"": 0.1082}}}"
176,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5313, ""1"": 0.4687}}}"
177,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1512, ""1"": 0.8488}}}"
177,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3487, ""1"": 0.6513}}}"
178,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2041, ""1"": 0.7959}}}"
178,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5288, ""1"": 0.4712}}}"
179,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0358, ""1"": 0.9642}}}"
179,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2096, ""1"": 0.7904}}}"
180,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2506, ""1"": 0.7494}}}"
180,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5119, ""1"": 0.4881}}}"
181,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.779, ""1"": 0.221}}}"
181,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4786, ""1"": 0.5214}}}"
182,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5265, ""1"": 0.4735}}}"
182,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5068, ""1"": 0.4932}}}"
183,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3041, ""1"": 0.6959}}}"
183,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3993, ""1"": 0.6007}}}"
184,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.516, ""1"": 0.484}}}"
184,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.367, ""1"": 0.633}}}"
185,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6497, ""1"": 0.3503}}}"
185,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3948, ""1"": 0.6052}}}"
186,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3544, ""1"": 0.6456}}}"
186,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4983, ""1"": 0.5017}}}"
187,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4525, ""1"": 0.5475}}}"
187,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5193, ""1"": 0.4807}}}"
188,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3605, ""1"": 0.6395}}}"
188,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.488, ""1"": 0.512}}}"
189,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3668, ""1"": 0.6332}}}"
189,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4277, ""1"": 0.5723}}}"
190,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5501, ""1"": 0.4499}}}"
190,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5488, ""1"": 0.4512}}}"
191,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2723, ""1"": 0.7277}}}"
191,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4766, ""1"": 0.5234}}}"
192,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2297, ""1"": 0.7703}}}"
192,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4328, ""1"": 0.5672}}}"
193,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3051, ""1"": 0.6949}}}"
193,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.391, ""1"": 0.609}}}"
194,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2344, ""1"": 0.7656}}}"
194,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.522, ""1"": 0.478}}}"
195,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0079, ""1"": 0.9921}}}"
195,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3762, ""1"": 0.6238}}}"
196,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8349, ""1"": 0.1651}}}"
196,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5709, ""1"": 0.4291}}}"
197,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0556, ""1"": 0.9444}}}"
197,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3011, ""1"": 0.6989}}}"
198,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4067, ""1"": 0.5933}}}"
198,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4875, ""1"": 0.5125}}}"
199,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8165, ""1"": 0.1835}}}"
199,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5403, ""1"": 0.4597}}}"
200,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3036, ""1"": 0.6964}}}"
200,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5019, ""1"": 0.4981}}}"
201,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3575, ""1"": 0.6425}}}"
201,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3931, ""1"": 0.6069}}}"
202,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5768, ""1"": 0.4232}}}"
202,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5447, ""1"": 0.4553}}}"
203,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4701, ""1"": 0.5299}}}"
203,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5075, ""1"": 0.4925}}}"
204,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0093, ""1"": 0.9907}}}"
204,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4165, ""1"": 0.5835}}}"
205,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5963, ""1"": 0.4037}}}"
205,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3877, ""1"": 0.6123}}}"
206,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2354, ""1"": 0.7646}}}"
206,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4928, ""1"": 0.5072}}}"
207,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0311, ""1"": 0.9689}}}"
207,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4579, ""1"": 0.5421}}}"
208,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0196, ""1"": 0.9804}}}"
208,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3958, ""1"": 0.6042}}}"
209,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1368, ""1"": 0.8632}}}"
209,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5288, ""1"": 0.4712}}}"
210,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7598, ""1"": 0.2402}}}"
210,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4886, ""1"": 0.5114}}}"
211,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5008, ""1"": 0.4993}}}"
211,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4878, ""1"": 0.5122}}}"
212,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1331, ""1"": 0.8669}}}"
212,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4985, ""1"": 0.5015}}}"
213,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3781, ""1"": 0.6219}}}"
213,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4243, ""1"": 0.5757}}}"
214,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6098, ""1"": 0.3902}}}"
214,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.511, ""1"": 0.489}}}"
215,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3341, ""1"": 0.6659}}}"
215,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4822, ""1"": 0.5178}}}"
216,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7024, ""1"": 0.2976}}}"
216,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.541, ""1"": 0.459}}}"
217,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3342, ""1"": 0.6658}}}"
217,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3961, ""1"": 0.6039}}}"
218,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2557, ""1"": 0.7443}}}"
218,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.479, ""1"": 0.521}}}"
219,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7427, ""1"": 0.2573}}}"
